,author,date,link,title,status
39,John Legend,Jul 2016,https://www.ted.com/talks/john_legend_redemption_song?language=zh-tw,《救贖之歌》,0
40,Julia Galef,Jun 2016,https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong?language=zh-tw,為什麼你會認為你是對的 － 儘管你是錯的,0
41,Wanda Diaz Merced,Jun 2016,https://www.ted.com/talks/wanda_diaz_merced_how_a_blind_astronomer_found_a_way_to_hear_the_stars?language=zh-tw,盲眼天文學家如何找到聽見星星的方法,0
42,Brian Little,Jun 2016,https://www.ted.com/talks/brian_little_who_are_you_really_the_puzzle_of_personality?language=zh-tw,你到底是誰？人格特質的謎團,0
43,Seema Bansal,Jun 2016,https://www.ted.com/talks/seema_bansal_how_to_fix_a_broken_education_system_without_any_more_money?language=zh-tw,怎麼修補一個失敗的教育系統而并不使用額外的財力,0
44,Keolu Fox,Jun 2016,https://www.ted.com/talks/keolu_fox_why_genetic_research_must_be_more_diverse?language=zh-tw,為什麼基因研究需要多元化？,0
45,Gill Hicks,Jun 2016,https://www.ted.com/talks/gill_hicks_i_survived_a_terrorist_attack_here_s_what_i_learned?language=zh-tw,我從恐怖攻擊中生存了下來所學到的智慧,0
46,Tristan Harris,Jun 2016,https://www.ted.com/talks/tristan_harris_how_better_tech_could_protect_us_from_distraction?language=zh-tw,科技设计新思路—如何帮助我们避免注意力被分散,0
47,Chris Milk,Jun 2016,https://www.ted.com/talks/chris_milk_the_birth_of_virtual_reality_as_an_art_form?language=zh-tw,一種新的藝術呈現方式，虛擬實境的誕生,0
48,Andrew Pelling,Jun 2016,https://www.ted.com/talks/andrew_pelling_this_scientist_makes_ears_out_of_apples?language=zh-tw,這位瘋狂的科學家，用蘋果培養出耳朵,0
49,Jamila Raqib,Jun 2016,https://www.ted.com/talks/jamila_raqib_the_secret_to_effective_nonviolent_resistance?language=zh-tw,有效非暴力抗爭背後的秘密,0
50,Andrew Youn,Jun 2016,https://www.ted.com/talks/andrew_youn_3_reasons_why_we_can_win_the_fight_against_poverty?language=zh-tw,我們能打贏貧窮的三個理由,0
51,Negin Farsad,Jun 2016,https://www.ted.com/talks/negin_farsad_a_highly_scientific_taxonomy_of_haters?language=zh-tw,用高度科學分類的方式，看待憎恨者,0
52,Sajay Samuel,Jun 2016,https://www.ted.com/talks/sajay_samuel_how_college_loans_exploit_students_for_profit?language=zh-tw,學生貸款如何剝削學生,0
53,ShaoLan Hsueh,Jun 2016,https://www.ted.com/talks/shaolan_the_chinese_zodiac_explained?language=zh-tw,讓我們來聊聊中國的 12 生肖,0
54,Amit Sood,Jun 2016,https://www.ted.com/talks/amit_sood_every_piece_of_art_you_ve_ever_wanted_to_see_up_close_and_searchable?language=zh-tw,零距離接觸每一幅你想要看的藝術品,0
55,Cédric Villani,Jun 2016,https://www.ted.com/talks/cedric_villani_what_s_so_sexy_about_math?language=zh-tw,數學的哪些方面這麼迷人？,0
56,Stephen Wilkes,Jun 2016,https://www.ted.com/talks/stephen_wilkes_the_passing_of_time_caught_in_a_single_photo?language=zh-tw,用一張相片捕捉流逝的時間,0
57,Norman Lear and Eric Hirshberg,Jun 2016,https://www.ted.com/talks/norman_lear_an_entertainment_icon_on_living_a_life_of_meaning?language=zh-tw,一個娛樂界偶像充滿意義的一生,0
58,Sue Desmond-Hellmann,May 2016,https://www.ted.com/talks/sue_desmond_hellmann_a_smarter_more_precise_way_to_think_about_public_health?language=zh-tw,用更聰明、更精準的方式思考公共健康問題,0
59,Joseph Ravenell,May 2016,https://www.ted.com/talks/joseph_ravenell_how_barbershops_can_keep_men_healthy?language=zh-tw,理髮店怎樣促進健康,0
60,Zaria Forman,May 2016,https://www.ted.com/talks/zaria_forman_drawings_that_show_the_beauty_and_fragility_of_earth?language=zh-tw,展現地球美麗與脆弱的畫作,0
61,Mariano Sigman,May 2016,https://www.ted.com/talks/mariano_sigman_your_words_may_predict_your_future_mental_health?language=zh-tw,你的用詞可能透露你未來的精神健康狀態,0
62,Lidia Yuknavitch,May 2016,https://www.ted.com/talks/lidia_yuknavitch_the_beauty_of_being_a_misfit?language=zh-tw,「格格不入」之美,0
63,Trevor Timm,May 2016,https://www.ted.com/talks/trevor_timm_how_free_is_our_freedom_of_the_press?language=zh-tw,我們的媒體自由有多自由？,0
64,Toni Mac,May 2016,https://www.ted.com/talks/toni_mac_the_laws_that_sex_workers_really_want?language=zh-tw,性工作者真正想要的法律,0
65,Sebastian Junger,May 2016,https://www.ted.com/talks/sebastian_junger_our_lonely_society_makes_it_hard_to_come_home_from_war?language=zh-tw,讓退伍軍人歸途難行的孤獨社會,0
66,Laura Indolfi,May 2016,https://www.ted.com/talks/laura_indolfi_good_news_in_the_fight_against_pancreatic_cancer?language=zh-tw,打擊胰腺癌的好消息,0
67,Kang Lee,May 2016,https://www.ted.com/talks/kang_lee_can_you_really_tell_if_a_kid_is_lying?language=zh-tw,你是否真的可以辨識出小朋友說謊呢？,0
68,Sangeeta Bhatia,May 2016,https://www.ted.com/talks/sangeeta_bhatia_this_tiny_particle_could_roam_your_body_to_find_tumors?language=zh-tw,這微小粒子能在你身上漫遊找到腫瘤,0
69,Sanford Biggers,May 2016,https://www.ted.com/talks/sanford_biggers_an_artist_s_unflinching_look_at_racial_violence?language=zh-tw,一位藝術家對種族暴力堅定無畏的觀點,0
70,Uri Hasson,May 2016,https://www.ted.com/talks/uri_hasson_this_is_your_brain_on_communication?language=zh-tw,大腦溝通的新發現,0
71,Jennifer Kahn,May 2016,https://www.ted.com/talks/jennifer_kahn_gene_editing_can_now_change_an_entire_species_forever?language=zh-tw,基因編輯技術現在能永遠地改變整個物種,0
72,Michael Bodekaer,May 2016,https://www.ted.com/talks/michael_bodekaer_this_virtual_lab_will_revolutionize_science_class?language=zh-tw,這個虛擬實驗室即將改革科學教育的方式,0
73,Monica Byrne,May 2016,https://www.ted.com/talks/monica_byrne_a_sci_fi_vision_of_love_from_a_318_year_old_hologram?language=zh-tw,一個318歲科幻立體影像對愛情和生命的詮釋,0
74,Dan Pallotta,May 2016,https://www.ted.com/talks/dan_pallotta_the_dream_we_haven_t_dared_to_dream?language=zh-tw,我們未敢追逐的夢想,0
75,Alice Rawsthorn,May 2016,https://www.ted.com/talks/alice_rawsthorn_pirates_nurses_and_other_rebel_designers?language=zh-tw,海盜、護士，與其它叛逆的設計師,0
76,Sarah Gray,May 2016,https://www.ted.com/talks/sarah_gray_how_my_son_s_short_life_made_a_lasting_difference?language=zh-tw,我兒短暫的一生怎樣為人帶來永遠的影響,0
77,Riccardo Sabatini,Apr 2016,https://www.ted.com/talks/riccardo_sabatini_how_to_read_the_genome_and_build_a_human_being?language=zh-tw,如何讀懂基因組並建造人類,0
78,Michael Metcalfe,Apr 2016,https://www.ted.com/talks/michael_metcalfe_a_provocative_way_to_finance_the_fight_against_climate_change?language=zh-tw,一個刺激的方法，讓我們可以生出錢來，打這場氣後變遷大戰,0
79,Ameera Harouda,Apr 2016,https://www.ted.com/talks/ameera_harouda_why_i_put_myself_in_danger_to_tell_the_stories_of_gaza?language=zh-tw,為什麼我甘冒生命危險來講述加薩的故事,0
80,R. Luke DuBois,Apr 2016,https://www.ted.com/talks/r_luke_dubois_insightful_human_portraits_made_from_data?language=zh-tw,大數據描繪而成的獨特眾生像,0
81,Shivani Siroya,Apr 2016,https://www.ted.com/talks/shivani_siroya_a_smart_loan_for_people_with_no_credit_history_yet?language=zh-tw,為尚未擁有信用記錄的人而生的智慧貸款,0
82,Kenneth Lacovara,Apr 2016,https://www.ted.com/talks/kenneth_lacovara_hunting_for_dinosaurs_showed_me_our_place_in_the_universe?language=zh-tw,尋找恐龍的過程對我們在宇宙中的處境的啟示,0
83,Aditi Gupta,Apr 2016,https://www.ted.com/talks/aditi_gupta_a_taboo_free_way_to_talk_about_periods?language=zh-tw,不要忌諱談論經期,0
84,Juan Enriquez,Apr 2016,https://www.ted.com/talks/juan_enriquez_we_can_reprogram_life_how_to_do_it_wisely?language=zh-tw,如何明智地運用我們改造生命的超能力,0
85,Joshua Prager,Apr 2016,https://www.ted.com/talks/joshua_prager_wisdom_from_great_writers_on_every_year_of_life?language=zh-tw,偉大作家筆下生命年歲的智慧,0
86,Chris Anderson,Apr 2016,https://www.ted.com/talks/chris_anderson_teds_secret_to_great_public_speaking?language=zh-tw,TED 精彩演講的秘訣,0
87,Christiana Figueres,Apr 2016,https://www.ted.com/talks/christiana_figueres_the_inside_story_of_the_paris_climate_agreement?language=zh-tw,巴黎氣候協議的內部故事,0
88,Mary Norris,Apr 2016,https://www.ted.com/talks/mary_norris_the_nit_picking_glory_of_the_new_yorker_s_comma_queen?language=zh-tw,《紐約客》逗號女王的挑剔榮耀,0
89,Astro Teller,Apr 2016,https://www.ted.com/talks/astro_teller_the_unexpected_benefit_of_celebrating_failure?language=zh-tw,慶祝失敗可以帶來意想不到的好處,0
90,Paula Hammond,Apr 2016,https://www.ted.com/talks/paula_hammond_a_new_superweapon_in_the_fight_against_cancer?language=zh-tw,對抗癌症的新超級武器,0
91,Stephen Petranek,Apr 2016,https://www.ted.com/talks/stephen_petranek_your_kids_might_live_on_mars_here_s_how_they_ll_survive?language=zh-tw,你的孩子可能在火星上生活，來看看他們將如何生存吧,0
92,Hugh Evans,Apr 2016,https://www.ted.com/talks/hugh_evans_what_does_it_mean_to_be_a_citizen_of_the_world?language=zh-tw,成為世界公民，對我們有什麼意義？,0
93,Linus Torvalds,Apr 2016,https://www.ted.com/talks/linus_torvalds_the_mind_behind_linux?language=zh-tw,Linux 大老在想甚麼？,0
94,Robert Palmer,Apr 2016,https://www.ted.com/talks/robert_palmer_the_panama_papers_exposed_a_huge_global_problem_what_s_next?language=zh-tw,巴拿馬文件曝露了一個廣大的全球問題，接下來又會是什麼呢？,0
95,Tabetha Boyajian,Apr 2016,https://www.ted.com/talks/tabetha_boyajian_the_most_mysterious_star_in_the_universe?language=zh-tw,宇宙中最神秘的一顆星,0
96,Danielle Feinberg,Apr 2016,https://www.ted.com/talks/danielle_feinberg_the_magic_ingredient_that_brings_pixar_movies_to_life?language=zh-tw,一個讓皮克斯電影充滿了生命力的神奇魔法,0
97,Parag Khanna,Apr 2016,https://www.ted.com/talks/parag_khanna_how_megacities_are_changing_the_map_of_the_world?language=zh-tw,大城市如何改變我們的世界地圖？,0
98,Adam Grant,Apr 2016,https://www.ted.com/talks/adam_grant_the_surprising_habits_of_original_thinkers?language=zh-tw,原創者異乎尋常的習慣,0
99,Knut Haanaes,Mar 2016,https://www.ted.com/talks/knut_haanaes_two_reasons_companies_fail_and_how_to_avoid_them?language=zh-tw,公司失敗的兩個原因——要如何避免,0
100,Lisa Nip,Mar 2016,https://www.ted.com/talks/lisa_nip_how_humans_could_evolve_to_survive_in_space?language=zh-tw,人類將會如何演化到能在太空生存,0
101,Dan Gross,Mar 2016,https://www.ted.com/talks/dan_gross_why_gun_violence_can_t_be_our_new_normal?language=zh-tw,為什麼槍枝暴力不能成為新常態,0
102,Angélica Dass,Mar 2016,https://www.ted.com/talks/angelica_dass_the_beauty_of_human_skin_in_every_color?language=zh-tw,各樣色彩的膚色之美,0
103,Alex Kipman,Mar 2016,https://www.ted.com/talks/alex_kipman_the_dawn_of_the_age_of_holograms?language=zh-tw,全像景（全息攝影）時代的未來願景,0
104,Siyanda Mohutsiwa,Mar 2016,https://www.ted.com/talks/siyanda_mohutsiwa_how_young_africans_found_a_voice_on_twitter?language=zh-tw,非洲青年如何在推特上發聲,0
105,Latif Nasser,Mar 2016,https://www.ted.com/talks/latif_nasser_you_have_no_idea_where_camels_really_come_from?language=zh-tw,你絕不知道駱駝是從哪來的,0
106,Carol F Cohen,Mar 2016,https://www.ted.com/talks/carol_fishman_cohen_how_to_get_back_to_work_after_a_career_break?language=zh-tw,長期休業後如何重回職業軌道,0
107,Adam Foss,Mar 2016,https://www.ted.com/talks/adam_foss_a_prosecutor_s_vision_for_a_better_justice_system?language=zh-tw,檢察官改良司法系統的願景,0
108,Meron Gribetz,Mar 2016,https://www.ted.com/talks/meron_gribetz_a_glimpse_of_the_future_through_an_augmented_reality_headset?language=zh-tw,戴上擴增實境眼鏡一窺未來面貌,0
109,Arthur Brooks,Mar 2016,https://www.ted.com/talks/arthur_brooks_a_conservative_s_plea_let_s_work_together?language=zh-tw,一個保守派的呼籲：讓我們攜手合作吧,0
110,Jessica Ladd,Mar 2016,https://www.ted.com/talks/jessica_ladd_the_reporting_system_that_sexual_assault_survivors_want?language=zh-tw,性侵受害者想要的通報系統,0
111,Tim Urban,Mar 2016,https://www.ted.com/talks/tim_urban_inside_the_mind_of_a_master_procrastinator?language=zh-tw,拖延大師的腦子在想什麼,0
112,Joe Gebbia,Mar 2016,https://www.ted.com/talks/joe_gebbia_how_airbnb_designs_for_trust?language=zh-tw,Airbnb如何透過設計建立互信,0
113,Casey Gerald,Mar 2016,https://www.ted.com/talks/casey_gerald_the_gospel_of_doubt?language=zh-tw,存疑的禮讚,0
114,Tshering Tobgay,Mar 2016,https://www.ted.com/talks/tshering_tobgay_this_country_isn_t_just_carbon_neutral_it_s_carbon_negative?language=zh-tw,不丹：不僅碳平衡──更達到碳負數的國家,0
115,Mileha Soneji,Mar 2016,https://www.ted.com/talks/mileha_soneji_simple_hacks_for_life_with_parkinson_s?language=zh-tw,提高柏金遜症病人生活品質的小設計,0
116,Laura Robinson,Mar 2016,https://www.ted.com/talks/laura_robinson_the_secrets_i_find_on_the_mysterious_ocean_floor?language=zh-tw,神秘海洋地板的秘密,0
117,Caleb Harper,Mar 2016,https://www.ted.com/talks/caleb_harper_this_computer_will_grow_your_food_in_the_future?language=zh-tw,這台電腦未來會幫你耕作食物,0
118,Reshma Saujani,Mar 2016,https://www.ted.com/talks/reshma_saujani_teach_girls_bravery_not_perfection?language=zh-tw,授女以勇，不必求淑,0
119,Travis Kalanick,Mar 2016,https://www.ted.com/talks/travis_kalanick_uber_s_plan_to_get_more_people_into_fewer_cars?language=zh-tw,Uber優步的下一個計劃：讓更多人搭更少的車,0
120,Alexander Betts,Mar 2016,https://www.ted.com/talks/alexander_betts_our_refugee_system_is_failing_here_s_how_we_can_fix_it?language=zh-tw,如何修復崩解中的歐洲難民系統,0
121,Russ Altman,Mar 2016,https://www.ted.com/talks/russ_altman_what_really_happens_when_you_mix_medications?language=zh-tw,當你混合用藥時會發生什麼事？,0
122,Magda Sayeg,Mar 2016,https://www.ted.com/talks/magda_sayeg_how_yarn_bombing_grew_into_a_worldwide_movement?language=zh-tw,針織塗鴉如何席捲全球,0
123,Thomas Peschak,Feb 2016,https://www.ted.com/talks/thomas_peschak_dive_into_an_ocean_photographer_s_world?language=zh-tw,潛入海洋攝影師的世界,0
124,Ivan Coyote,Feb 2016,https://www.ted.com/talks/ivan_coyote_why_we_need_gender_neutral_bathrooms?language=zh-tw,我們需要中性廁所，為什麼？,0
125,Mary Bassett,Feb 2016,https://www.ted.com/talks/mary_bassett_why_your_doctor_should_care_about_social_justice?language=zh-tw,為何你的醫生應該要關注社會公義,0
126,Audrey Choi,Feb 2016,https://www.ted.com/talks/audrey_choi_how_to_make_a_profit_while_making_a_difference?language=zh-tw,我們如何在獲利的同時，也讓世界變得不一樣？,0
127,Dalia Mogahed,Feb 2016,https://www.ted.com/talks/dalia_mogahed_what_do_you_think_when_you_look_at_me?language=zh-tw,當你看著我的時候，你會想到什麼？,0
128,Al Gore,Feb 2016,https://www.ted.com/talks/al_gore_the_case_for_optimism_on_climate_change?language=zh-tw,關於氣候變遷的樂觀事實,0
129,Raffaello D'Andrea,Feb 2016,https://www.ted.com/talks/raffaello_d_andrea_meet_the_dazzling_flying_machines_of_the_future?language=zh-tw,帶你一窺令人目眩神迷的未來飛行器,0
130,Allan Adams,Feb 2016,https://www.ted.com/talks/allan_adams_what_the_discovery_of_gravitational_waves_means?language=zh-tw,發現重力波的意義,0
131,Shonda Rhimes,Feb 2016,https://www.ted.com/talks/shonda_rhimes_my_year_of_saying_yes_to_everything?language=zh-tw,我對一切說「好」的一年,0
132,Celeste Headlee,Feb 2016,https://www.ted.com/talks/celeste_headlee_10_ways_to_have_a_better_conversation?language=zh-tw,營造美好談話經驗的 10 個原則,0
133,Jocelyne Bloch,Feb 2016,https://www.ted.com/talks/jocelyne_bloch_the_brain_may_be_able_to_repair_itself_with_help?language=zh-tw,只需要一點幫忙，腦部或許能自我修復。,0
134,Dorothy Roberts,Feb 2016,https://www.ted.com/talks/dorothy_roberts_the_problem_with_race_based_medicine?language=zh-tw,種族醫學的問題,0
135,Mike Velings,Feb 2016,https://www.ted.com/talks/mike_velings_the_case_for_fish_farming?language=zh-tw,養殖魚類的案例,0
136,Gregory Heyworth,Feb 2016,https://www.ted.com/talks/gregory_heyworth_how_i_m_discovering_the_secrets_of_ancient_texts?language=zh-tw,發掘古文字的秘密,0
137,Sean Follmer,Feb 2016,https://www.ted.com/talks/sean_follmer_shape_shifting_tech_will_change_work_as_we_know_it?language=zh-tw,變形技術將改變我們所了解的工作方式,0
138,Dambisa Moyo,Feb 2016,https://www.ted.com/talks/dambisa_moyo_economic_growth_has_stalled_let_s_fix_it?language=zh-tw,經濟成長已經停滯，讓我們修正它吧！,0
139,Matthew Williams,Feb 2016,https://www.ted.com/talks/matthew_williams_special_olympics_let_me_be_myself_a_champion?language=zh-tw,我在特奧會的冠軍賽 － 做自己,0
140,Pardis Sabeti,Feb 2016,https://www.ted.com/talks/pardis_sabeti_how_we_ll_fight_the_next_deadly_virus?language=zh-tw,我們將要如何與下一個致命病毒奮戰？,0
141,Judson Brewer,Feb 2016,https://www.ted.com/talks/judson_brewer_a_simple_way_to_break_a_bad_habit?language=zh-tw,一個簡單的方式去戒除壞習慣,0
142,Andrés Ruzo,Feb 2016,https://www.ted.com/talks/andres_ruzo_the_mythical_boiling_river_of_the_amazon?language=zh-tw,我如何找到傳說中亞馬遜的沸水河,0
143,Linda Liukas,Feb 2016,https://www.ted.com/talks/linda_liukas_a_delightful_way_to_teach_kids_about_computers?language=zh-tw,一種令人愉快的方式教小孩電腦,0
144,Melati and Isabel Wijsen,Jan 2016,https://www.ted.com/talks/melati_and_isabel_wijsen_our_campaign_to_ban_plastic_bags_in_bali?language=zh-tw,"我們在峇厘島上的""禁止塑膠袋運動""",0
145,Auke Ijspeert,Jan 2016,https://www.ted.com/talks/auke_ijspeert_a_robot_that_runs_and_swims_like_a_salamander?language=zh-tw,一個出水能跑，入水能游的蜥蜴機械人,0
146,Tania Simoncelli,Jan 2016,https://www.ted.com/talks/tania_simoncelli_should_you_be_able_to_patent_a_human_gene?language=zh-tw,我是如何向基因專利行業宣戰—並且贏得勝利,0
147,David Gruber,Jan 2016,https://www.ted.com/talks/david_gruber_glow_in_the_dark_sharks_and_other_stunning_sea_creatures?language=zh-tw,熒光鯊魚及其他令人驚歎的海洋生物,0
148,Yanis Varoufakis,Jan 2016,https://www.ted.com/talks/yanis_varoufakis_capitalism_will_eat_democracy_unless_we_speak_up?language=zh-tw,資本主義會吞噬民主──除非我們揚聲,0
149,Elizabeth Lev,Jan 2016,https://www.ted.com/talks/elizabeth_lev_the_unheard_story_of_the_sistine_chapel?language=zh-tw,西斯汀教堂前所未聞的故事,0
150,Achenyo Idachaba,Jan 2016,https://www.ted.com/talks/achenyo_idachaba_how_i_turned_a_deadly_plant_into_a_thriving_business?language=zh-tw,我如何化致命的植物為盎然的商機,0
151,Oscar Schwartz,Jan 2016,https://www.ted.com/talks/oscar_schwartz_can_a_computer_write_poetry?language=zh-tw,電腦會寫詩嗎？,0
152,Jill Farrant,Jan 2016,https://www.ted.com/talks/jill_farrant_how_we_can_make_crops_survive_without_water?language=zh-tw,我們如何讓作物在無水狀態下存活,0
153,Jill Heinerth,Jan 2016,https://www.ted.com/talks/jill_heinerth_the_mysterious_world_of_underwater_caves?language=zh-tw,水下洞穴的奇妙世界,0
154,Ole Scheeren,Jan 2016,https://www.ted.com/talks/ole_scheeren_why_great_architecture_should_tell_a_story?language=zh-tw,為什麼偉大的建築物需要說故事,0
155,Wael Ghonim,Jan 2016,https://www.ted.com/talks/wael_ghonim_let_s_design_social_media_that_drives_real_change?language=zh-tw,讓我們設計真正推動改革的社群媒體,0
156,Melvin Russell,Jan 2016,https://www.ted.com/talks/melvin_russell_i_love_being_a_police_officer_but_we_need_reform?language=zh-tw,我鍾愛成為一位警官，但我們需要革新,0
157,Tim Harford,Jan 2016,https://www.ted.com/talks/tim_harford_how_messy_problems_can_inspire_creativity?language=zh-tw,煩亂如何激發創意,0
158,James Veitch,Jan 2016,https://www.ted.com/talks/james_veitch_this_is_what_happens_when_you_reply_to_spam_email?language=zh-tw,當你回覆垃圾郵件時會發生的事,0
159,David Sedlak,Jan 2016,https://www.ted.com/talks/david_sedlak_4_ways_we_can_avoid_a_catastrophic_drought?language=zh-tw,四種方法避免毀滅性旱災,0
160,Aomawa Shields,Jan 2016,https://www.ted.com/talks/aomawa_shields_how_we_ll_find_life_on_other_planets?language=zh-tw,我們如何尋找存在於另一顆行星上的生命,0
