,Unnamed: 0,author,date,link,title,status,id
13,13,Todd Coleman,Oct 2016,https://www.ted.com/talks/todd_coleman_a_temporary_tattoo_that_brings_hospital_care_to_the_home?language=zh-cn,临时纹身，将医院带回家,0,2605
14,14,Trevor Copp and Jeff Fox,Oct 2016,https://www.ted.com/talks/trevor_copp_jeff_fox_ballroom_dance_that_breaks_gender_roles?language=zh-cn,打破性别限定的交谊舞,0,2602
15,15,Pico Iyer,Oct 2016,https://www.ted.com/talks/pico_iyer_the_beauty_of_what_we_ll_never_know?language=zh-cn,未知的美丽,0,2598
16,16,Ione Wells,Oct 2016,https://www.ted.com/talks/ione_wells_how_we_talk_about_sexual_assault_online?language=zh-cn,如何在网上讨论性侵行为,0,2597
17,17,Rainn Wilson,Oct 2016,https://www.ted.com/talks/rainn_wilson_ideas_worth_dating?language=zh-cn,跟想法约会吧！,0,2576
18,18,Adam de la Zerda,Oct 2016,https://www.ted.com/talks/adam_de_la_zerda_how_we_can_start_winning_the_war_against_cancer?language=zh-cn,我们怎样能够开始赢得与癌症战争的胜利,0,2599
19,19,Ellen Jorgensen,Oct 2016,https://www.ted.com/talks/ellen_jorgensen_what_you_need_to_know_about_crispr?language=zh-cn,关于CRISPR你必须知道的东西,0,2593
20,20,Sam Harris,Sep 2016,https://www.ted.com/talks/sam_harris_can_we_build_ai_without_losing_control_over_it?language=zh-cn,我们能打造人工智能且同时掌握控制权吗？,0,2592
21,21,Camille A. Brown,Sep 2016,https://www.ted.com/talks/camille_a_brown_a_visual_history_of_social_dance_in_25_moves?language=zh-cn,从25个舞步中“看见”社交舞历史,0,2589
22,22,J.D. Vance,Sep 2016,https://www.ted.com/talks/j_d_vance_america_s_forgotten_working_class?language=zh-cn,被遗忘的美国工人阶级,0,2588
23,23,Rebecca MacKinnon,Sep 2016,https://www.ted.com/talks/rebecca_mackinnon_we_can_fight_terror_without_sacrificing_our_rights?language=zh-cn,不必牺牲我们的权利去对抗恐怖主义,0,2567
24,24,Nadia Lopez,Sep 2016,https://www.ted.com/talks/nadia_lopez_why_open_a_school_to_close_a_prison?language=zh-cn,开办一所学校，即关闭一所监狱,0,2586
25,25,David Burkus,Sep 2016,https://www.ted.com/talks/david_burkus_why_you_should_know_how_much_your_coworkers_get_paid?language=zh-cn,为什么你应该知道同事的薪资,0,2585
26,26,Eric Liu,Sep 2016,https://www.ted.com/talks/eric_liu_there_s_no_such_thing_as_not_voting?language=zh-cn,不存在“不投票”这种事,0,2587
27,27,Abigail Marsh,Sep 2016,https://www.ted.com/talks/abigail_marsh_why_some_people_are_more_altruistic_than_others?language=zh-cn,强烈的利他心理从何而来,0,2584
28,28,Michael Murphy,Sep 2016,https://www.ted.com/talks/michael_murphy_architecture_that_s_built_to_heal?language=zh-cn,用建筑来获得疗愈,0,2532
29,29,Julie Lythcott-Haims,Sep 2016,https://www.ted.com/talks/julie_lythcott_haims_how_to_raise_successful_kids_without_over_parenting?language=zh-cn,正确的教育方式－避免过度呵护,0,2582
30,30,Neha Narula,Sep 2016,https://www.ted.com/talks/neha_narula_the_future_of_money?language=zh-cn,未来的货币,0,2554
31,31,Courtney E. Martin,Sep 2016,https://www.ted.com/talks/courtney_martin_the_new_american_dream?language=zh-cn,新美国梦,0,2580
32,32,Sal Khan,Sep 2016,https://www.ted.com/talks/sal_khan_let_s_teach_for_mastery_not_test_scores?language=zh-cn,让我们为掌握而教，而不是为了考试分数,0,2579
33,33,James Veitch,Sep 2016,https://www.ted.com/talks/james_veitch_the_agony_of_trying_to_unsubscribe?language=zh-cn,取消订阅的烦恼,0,2577
34,34,Jonathan Tepperman,Sep 2016,https://www.ted.com/talks/jonathan_tepperman_the_risky_politics_of_progress?language=zh-cn,在危机中前行的政治,0,2575
35,35,Kio Stark,Aug 2016,https://www.ted.com/talks/kio_stark_why_you_should_talk_to_strangers?language=zh-cn,为什么我们需要与陌生人交流,0,2574
36,36,Christopher Bell,Aug 2016,https://www.ted.com/talks/christopher_bell_bring_on_the_female_superheroes?language=zh-cn,让我们带上女超人！,0,2572
37,37,Julia Bacha,Aug 2016,https://www.ted.com/talks/julia_bacha_how_women_wage_conflict_without_violence?language=zh-cn,女性是怎样发起非暴力冲突的,0,2578
38,38,Vanessa Ruiz,Aug 2016,https://www.ted.com/talks/vanessa_ruiz_the_spellbinding_art_of_human_anatomy?language=zh-cn,人体解剖艺术的魅力,0,2571
39,39,Don Tapscott,Aug 2016,https://www.ted.com/talks/don_tapscott_how_the_blockchain_is_changing_money_and_business?language=zh-cn,区块链将如何改变金钱与贸易,0,2573
40,40,Laura Boushnak,Aug 2016,https://www.ted.com/talks/laura_boushnak_the_deadly_legacy_of_cluster_bombs?language=zh-cn,致命的遗患——集束炸弹,0,2569
41,41,Timothy Ihrig,Aug 2016,https://www.ted.com/talks/timothy_ihrig_what_we_can_do_to_die_well?language=zh-cn,我们能做什么以善终,0,2565
42,42,Olivier Scalabre,Aug 2016,https://www.ted.com/talks/olivier_scalabre_the_next_manufacturing_revolution_is_here?language=zh-cn,下一次工业革命就在眼前,0,2563
43,43,Gonzalo Vilariño,Aug 2016,https://www.ted.com/talks/gonzalo_vilarino_how_argentina_s_blind_soccer_team_became_champions?language=zh-cn,阿根廷盲人足球队夺冠历程,0,2568
44,44,Anand Giridharadas,Aug 2016,https://www.ted.com/talks/anand_giridharadas_a_letter_to_all_who_have_lost_in_this_era?language=zh-cn,给迷失在这个时代里的人们的一封信,0,2561
45,45,Sarah Parcak,Aug 2016,https://www.ted.com/talks/sarah_parcak_hunting_for_peru_s_lost_civilizations_with_satellites?language=zh-cn,通过卫星，追寻秘鲁遗落的文明,0,2566
46,46,James Green,Aug 2016,https://www.ted.com/talks/james_green_3_moons_and_a_planet_that_could_have_alien_life?language=zh-cn,可能存在生命的三个卫星和一个行星,0,2550
47,47,Monica Araya,Aug 2016,https://www.ted.com/talks/monica_araya_a_small_country_with_big_ideas_to_get_rid_of_fossil_fuels?language=zh-cn,一个小国家的大想法——摒弃化石燃料,0,2562
48,48,Dave Brain,Aug 2016,https://www.ted.com/talks/dave_brain_what_a_planet_needs_to_sustain_life?language=zh-cn,行星维持生命的要素,0,2545
49,49,Ngozi Okonjo-Iweala,Aug 2016,https://www.ted.com/talks/ngozi_okonjo_iweala_how_africa_can_keep_rising?language=zh-cn,非洲该怎样继续前进,0,2560
50,50,Molly Winter,Aug 2016,https://www.ted.com/talks/molly_winter_the_taboo_secret_to_healthier_plants_and_people?language=zh-cn,为更健康地植物和人们不能说地秘密,0,2559
51,51,Martin Reeves,Aug 2016,https://www.ted.com/talks/martin_reeves_how_to_build_a_business_that_lasts_100_years?language=zh-cn,怎样让企业持续运行100年？,0,2549
52,52,Anthony Goldbloom,Aug 2016,https://www.ted.com/talks/anthony_goldbloom_the_jobs_we_ll_lose_to_machines_and_the_ones_we_won_t?language=zh-cn,我们的工作将被机器取代，但也有例外,0,2548
53,53,Suzanne Simard,Jul 2016,https://www.ted.com/talks/suzanne_simard_how_trees_talk_to_each_other?language=zh-cn,树木是怎么互相交流的,0,2558
54,54,Gerard Ryle,Jul 2016,https://www.ted.com/talks/gerard_ryle_how_the_panama_papers_journalists_broke_the_biggest_leak_in_history?language=zh-cn,谁公开了巴拿马文件？,0,2553
55,55,eL Seed,Jul 2016,https://www.ted.com/talks/el_seed_a_project_of_peace_painted_across_50_buildings?language=zh-cn,覆盖在50座建筑之上，代表和平的艺术作品,0,2556
56,56,Lisa Dyson,Jul 2016,https://www.ted.com/talks/lisa_dyson_a_forgotten_space_age_technology_could_change_how_we_grow_food?language=zh-cn,一项被遗忘的太空时代的科技可以改变我们生产食物的方式,0,2540
57,57,Adam Savage,Jul 2016,https://www.ted.com/talks/adam_savage_my_love_letter_to_cosplay?language=zh-cn,写给角色扮演的情书,0,2552
58,58,Shubhendu Sharma,Jul 2016,https://www.ted.com/talks/shubhendu_sharma_how_to_grow_a_forest_in_your_backyard?language=zh-cn,如何在后院种出一片森林,0,2546
59,59,Emma Marris,Jul 2016,https://www.ted.com/talks/emma_marris_nature_is_everywhere_we_just_need_to_learn_to_see_it?language=zh-cn,生活不缺少自然—只是缺少发现它的眼睛,0,2551
60,60,Eric Haseltine,Jul 2016,https://www.ted.com/talks/eric_haseltine_what_will_be_the_next_big_scientific_breakthrough?language=zh-cn,下一个科学界大突破是什么？,0,2542
61,61,Elise Roy,Jul 2016,https://www.ted.com/talks/elise_roy_when_we_design_for_disability_we_all_benefit?language=zh-cn,当我们为残障人士作出设计时，我们都会获益,0,2529
62,62,Safwat Saleem,Jul 2016,https://www.ted.com/talks/safwat_saleem_why_i_keep_speaking_up_even_when_people_mock_my_accent?language=zh-cn,当别人都在嘲笑我的口音时，我为什么仍要继续说话,0,2539
63,63,Alexander Betts,Jul 2016,https://www.ted.com/talks/alexander_betts_why_brexit_happened_and_what_to_do_next?language=zh-cn,英国脱欧为什么会发生－我们又该如何应对,0,2543
64,64,Marwa Al-Sabouni,Jul 2016,https://www.ted.com/talks/marwa_al_sabouni_how_syria_s_architecture_laid_the_foundation_for_brutal_war?language=zh-cn,建筑结构是如何成为叙利亚残忍战争的导火索的,0,2541
65,65,John Legend,Jul 2016,https://www.ted.com/talks/john_legend_redemption_song?language=zh-cn,“救赎之歌”,0,2538
66,66,Prosanta Chakrabarty,Jun 2016,https://www.ted.com/talks/prosanta_chakrabarty_clues_to_prehistoric_times_found_in_blind_cavefish?language=zh-cn,没有眼睛的洞穴鱼告诉你史前的秘密,0,2536
67,67,Julia Galef,Jun 2016,https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong?language=zh-cn,为什么你总认为自己是正确的——即使你真的错了,0,2537
68,68,Wanda Diaz Merced,Jun 2016,https://www.ted.com/talks/wanda_diaz_merced_how_a_blind_astronomer_found_a_way_to_hear_the_stars?language=zh-cn,一位视障天文学家的“听”星之路,0,2534
69,69,Tom Hulme,Jun 2016,https://www.ted.com/talks/tom_hulme_what_can_we_learn_from_shortcuts?language=zh-cn,人们抄近路的行为给了我们什么启示?,0,2531
70,70,Brian Little,Jun 2016,https://www.ted.com/talks/brian_little_who_are_you_really_the_puzzle_of_personality?language=zh-cn,你究竟是什么样的人？揭露人的性格之谜,0,2530
71,71,Seema Bansal,Jun 2016,https://www.ted.com/talks/seema_bansal_how_to_fix_a_broken_education_system_without_any_more_money?language=zh-cn,如何在不多花一分钱的前提下拯救教育系统,0,2526
72,72,Keolu Fox,Jun 2016,https://www.ted.com/talks/keolu_fox_why_genetic_research_must_be_more_diverse?language=zh-cn,为什么基因研究要多元化,0,2528
73,73,Gill Hicks,Jun 2016,https://www.ted.com/talks/gill_hicks_i_survived_a_terrorist_attack_here_s_what_i_learned?language=zh-cn,我从一次恐怖袭击中活了下来，学到了这些,0,2535
74,74,Tristan Harris,Jun 2016,https://www.ted.com/talks/tristan_harris_how_better_tech_could_protect_us_from_distraction?language=zh-cn,科技如何帮助我们专注,0,2525
75,75,Chris Milk,Jun 2016,https://www.ted.com/talks/chris_milk_the_birth_of_virtual_reality_as_an_art_form?language=zh-cn,虚拟现实的诞生：一种新的艺术形式,0,2527
76,76,Andrew Pelling,Jun 2016,https://www.ted.com/talks/andrew_pelling_this_scientist_makes_ears_out_of_apples?language=zh-cn,这位疯狂的科学家用苹果做出了耳朵,0,2502
77,77,Jamila Raqib,Jun 2016,https://www.ted.com/talks/jamila_raqib_the_secret_to_effective_nonviolent_resistance?language=zh-cn,非暴力有效抗争之谜,0,2524
78,78,Andrew Youn,Jun 2016,https://www.ted.com/talks/andrew_youn_3_reasons_why_we_can_win_the_fight_against_poverty?language=zh-cn,人类能够战胜贫穷的三个理由,0,2522
79,79,Sajay Samuel,Jun 2016,https://www.ted.com/talks/sajay_samuel_how_college_loans_exploit_students_for_profit?language=zh-cn,大学助学贷款如何剥削学生而获利,0,2523
80,80,ShaoLan Hsueh,Jun 2016,https://www.ted.com/talks/shaolan_the_chinese_zodiac_explained?language=zh-cn,中国十二生肖的详细介绍,0,2520
81,81,Amit Sood,Jun 2016,https://www.ted.com/talks/amit_sood_every_piece_of_art_you_ve_ever_wanted_to_see_up_close_and_searchable?language=zh-cn,通过搜索贴近每一个艺术品,0,2519
82,82,Cédric Villani,Jun 2016,https://www.ted.com/talks/cedric_villani_what_s_so_sexy_about_math?language=zh-cn,数学为何如此有性感？,0,2518
83,83,Stephen Wilkes,Jun 2016,https://www.ted.com/talks/stephen_wilkes_the_passing_of_time_caught_in_a_single_photo?language=zh-cn,在一张照片中感受时间的流逝,0,2517
84,84,Norman Lear and Eric Hirshberg,Jun 2016,https://www.ted.com/talks/norman_lear_an_entertainment_icon_on_living_a_life_of_meaning?language=zh-cn,一个娱乐界偶像充满意义的一生,0,2516
85,85,Samantha Nutt,Jun 2016,https://www.ted.com/talks/samantha_nutt_the_real_harm_of_the_global_arms_trade?language=zh-cn,全球武器贸易的真正弊端,0,2515
86,86,Sue Desmond-Hellmann,May 2016,https://www.ted.com/talks/sue_desmond_hellmann_a_smarter_more_precise_way_to_think_about_public_health?language=zh-cn,关于公共卫生更为巧妙和精确的思考,0,2514
87,87,Joseph Ravenell,May 2016,https://www.ted.com/talks/joseph_ravenell_how_barbershops_can_keep_men_healthy?language=zh-cn,理发店如何促进男性健康,0,2512
88,88,Zaria Forman,May 2016,https://www.ted.com/talks/zaria_forman_drawings_that_show_the_beauty_and_fragility_of_earth?language=zh-cn,表现地球美丽和脆弱的绘画,0,2511
89,89,Lidia Yuknavitch,May 2016,https://www.ted.com/talks/lidia_yuknavitch_the_beauty_of_being_a_misfit?language=zh-cn,不适者如何呐喊自己的心声,0,2508
90,90,Trevor Timm,May 2016,https://www.ted.com/talks/trevor_timm_how_free_is_our_freedom_of_the_press?language=zh-cn,出版界究竟多么自由？,0,2507
91,91,Toni Mac,May 2016,https://www.ted.com/talks/toni_mac_the_laws_that_sex_workers_really_want?language=zh-cn,性工作者渴望的法律,0,2506
92,92,Sebastian Junger,May 2016,https://www.ted.com/talks/sebastian_junger_our_lonely_society_makes_it_hard_to_come_home_from_war?language=zh-cn,让退伍军人归途难行的孤独社会,0,2505
93,93,Laura Indolfi,May 2016,https://www.ted.com/talks/laura_indolfi_good_news_in_the_fight_against_pancreatic_cancer?language=zh-cn,治疗胰腺癌的福音,0,2504
94,94,Kang Lee,May 2016,https://www.ted.com/talks/kang_lee_can_you_really_tell_if_a_kid_is_lying?language=zh-cn,你真的可以识破孩子的谎言么？,0,2501
95,95,Sangeeta Bhatia,May 2016,https://www.ted.com/talks/sangeeta_bhatia_this_tiny_particle_could_roam_your_body_to_find_tumors?language=zh-cn,可以在体内漫游寻找癌细胞的小颗粒,0,2498
96,96,Sanford Biggers,May 2016,https://www.ted.com/talks/sanford_biggers_an_artist_s_unflinching_look_at_racial_violence?language=zh-cn,一个艺术家对种族暴力的无畏抗争,0,2496
97,97,Uri Hasson,May 2016,https://www.ted.com/talks/uri_hasson_this_is_your_brain_on_communication?language=zh-cn,这是你的大脑在沟通中的样子,0,2495
98,98,Jennifer Kahn,May 2016,https://www.ted.com/talks/jennifer_kahn_gene_editing_can_now_change_an_entire_species_forever?language=zh-cn,基因剪辑现在可以永远改变整个种群,0,2494
99,99,Michael Bodekaer,May 2016,https://www.ted.com/talks/michael_bodekaer_this_virtual_lab_will_revolutionize_science_class?language=zh-cn,虚拟实验室将彻底改革科学教育,0,2500
100,100,Monica Byrne,May 2016,https://www.ted.com/talks/monica_byrne_a_sci_fi_vision_of_love_from_a_318_year_old_hologram?language=zh-cn,一个318岁的全息投影讲述的科幻爱情故事,0,2499
101,101,Dan Pallotta,May 2016,https://www.ted.com/talks/dan_pallotta_the_dream_we_haven_t_dared_to_dream?language=zh-cn,那些我们还没有勇气追逐的梦想,0,2497
102,102,Alice Rawsthorn,May 2016,https://www.ted.com/talks/alice_rawsthorn_pirates_nurses_and_other_rebel_designers?language=zh-cn,海盗，护士，和其他反叛的设计家,0,2493
103,103,Sarah Gray,May 2016,https://www.ted.com/talks/sarah_gray_how_my_son_s_short_life_made_a_lasting_difference?language=zh-cn,我儿子短暂的一生如何造就了永恒的改变,0,2492
104,104,Riccardo Sabatini,Apr 2016,https://www.ted.com/talks/riccardo_sabatini_how_to_read_the_genome_and_build_a_human_being?language=zh-cn,如何解读基因组并组装人类,0,2490
105,105,Michael Metcalfe,Apr 2016,https://www.ted.com/talks/michael_metcalfe_a_provocative_way_to_finance_the_fight_against_climate_change?language=zh-cn,资助气候变化之战的妙招,0,2489
106,106,Ameera Harouda,Apr 2016,https://www.ted.com/talks/ameera_harouda_why_i_put_myself_in_danger_to_tell_the_stories_of_gaza?language=zh-cn,我为何甘冒危险也要说出加沙的故事,0,2488
107,107,R. Luke DuBois,Apr 2016,https://www.ted.com/talks/r_luke_dubois_insightful_human_portraits_made_from_data?language=zh-cn,数据中含着深意的人物画像,0,2487
108,108,Shivani Siroya,Apr 2016,https://www.ted.com/talks/shivani_siroya_a_smart_loan_for_people_with_no_credit_history_yet?language=zh-cn,向没有信用历史的人提供的智能贷款,0,2486
109,109,Kenneth Lacovara,Apr 2016,https://www.ted.com/talks/kenneth_lacovara_hunting_for_dinosaurs_showed_me_our_place_in_the_universe?language=zh-cn,搜寻恐龙告诉了我我们在宇宙中的处境,0,2484
110,110,Aditi Gupta,Apr 2016,https://www.ted.com/talks/aditi_gupta_a_taboo_free_way_to_talk_about_periods?language=zh-cn,谈论生理期不再是禁忌,0,2483
111,111,Juan Enriquez,Apr 2016,https://www.ted.com/talks/juan_enriquez_we_can_reprogram_life_how_to_do_it_wisely?language=zh-cn,如何睿智地重新编码生命,0,2473
112,112,Joshua Prager,Apr 2016,https://www.ted.com/talks/joshua_prager_wisdom_from_great_writers_on_every_year_of_life?language=zh-cn,生命中的每一年的智慧,0,2482
113,113,Chris Anderson,Apr 2016,https://www.ted.com/talks/chris_anderson_teds_secret_to_great_public_speaking?language=zh-cn,精彩的TED演讲背后的秘密,0,2485
114,114,Christiana Figueres,Apr 2016,https://www.ted.com/talks/christiana_figueres_the_inside_story_of_the_paris_climate_agreement?language=zh-cn,巴黎气候协议的内情,0,2480
115,115,Mary Norris,Apr 2016,https://www.ted.com/talks/mary_norris_the_nit_picking_glory_of_the_new_yorker_s_comma_queen?language=zh-cn,纽约客逗号女王的挑剔荣耀,0,2479
116,116,Astro Teller,Apr 2016,https://www.ted.com/talks/astro_teller_the_unexpected_benefit_of_celebrating_failure?language=zh-cn,为失败喝彩带来的意外惊喜,0,2460
117,117,Paula Hammond,Apr 2016,https://www.ted.com/talks/paula_hammond_a_new_superweapon_in_the_fight_against_cancer?language=zh-cn,抗击癌症的新式武器,0,2467
118,118,Stephen Petranek,Apr 2016,https://www.ted.com/talks/stephen_petranek_your_kids_might_live_on_mars_here_s_how_they_ll_survive?language=zh-cn,你的孩子也许就将在火星生存。请看他们如何生存。,0,2476
119,119,Hugh Evans,Apr 2016,https://www.ted.com/talks/hugh_evans_what_does_it_mean_to_be_a_citizen_of_the_world?language=zh-cn,成为一名世界公民意味着什么,0,2477
120,120,Linus Torvalds,Apr 2016,https://www.ted.com/talks/linus_torvalds_the_mind_behind_linux?language=zh-cn,Linux 操作系统之父,0,2464
121,121,Robert Palmer,Apr 2016,https://www.ted.com/talks/robert_palmer_the_panama_papers_exposed_a_huge_global_problem_what_s_next?language=zh-cn,巴拿马文件曝光了一个巨大的全球性问题，下一个会是什么？,0,2478
122,122,Tabetha Boyajian,Apr 2016,https://www.ted.com/talks/tabetha_boyajian_the_most_mysterious_star_in_the_universe?language=zh-cn,宇宙中最诡异的恒星,0,2468
123,123,Danielle Feinberg,Apr 2016,https://www.ted.com/talks/danielle_feinberg_the_magic_ingredient_that_brings_pixar_movies_to_life?language=zh-cn,将皮克斯电影带入生活的魔法元素,0,2466
124,124,Parag Khanna,Apr 2016,https://www.ted.com/talks/parag_khanna_how_megacities_are_changing_the_map_of_the_world?language=zh-cn,大城市如何改变世界版图,0,2475
125,125,Haley Van Dyck,Apr 2016,https://www.ted.com/talks/haley_van_dyck_how_a_start_up_in_the_white_house_is_changing_business_as_usual?language=zh-cn,初创团队是如何照例改善白宫的工作效率的,0,2465
126,126,Adam Grant,Apr 2016,https://www.ted.com/talks/adam_grant_the_surprising_habits_of_original_thinkers?language=zh-cn,原创思维者的惊人特质,0,2474
127,127,Knut Haanaes,Mar 2016,https://www.ted.com/talks/knut_haanaes_two_reasons_companies_fail_and_how_to_avoid_them?language=zh-cn,如何避免导致公司失败的两大要因,0,2470
128,128,Lisa Nip,Mar 2016,https://www.ted.com/talks/lisa_nip_how_humans_could_evolve_to_survive_in_space?language=zh-cn,人类会怎样进化去适应太空的环境,0,2471
129,129,Angélica Dass,Mar 2016,https://www.ted.com/talks/angelica_dass_the_beauty_of_human_skin_in_every_color?language=zh-cn,各样肤色的美,0,2463
130,130,Alex Kipman,Mar 2016,https://www.ted.com/talks/alex_kipman_the_dawn_of_the_age_of_holograms?language=zh-cn,看见全息未来,0,2461
131,131,Siyanda Mohutsiwa,Mar 2016,https://www.ted.com/talks/siyanda_mohutsiwa_how_young_africans_found_a_voice_on_twitter?language=zh-cn,在推特上倾听年轻非洲人之声,0,2462
132,132,Latif Nasser,Mar 2016,https://www.ted.com/talks/latif_nasser_you_have_no_idea_where_camels_really_come_from?language=zh-cn,你绝对不知道骆驼是从哪里来的,0,2455
133,133,Carol F Cohen,Mar 2016,https://www.ted.com/talks/carol_fishman_cohen_how_to_get_back_to_work_after_a_career_break?language=zh-cn,长期休业后如何重回职业轨道,0,2469
134,134,Adam Foss,Mar 2016,https://www.ted.com/talks/adam_foss_a_prosecutor_s_vision_for_a_better_justice_system?language=zh-cn,一名检察官眼中更好的司法系统,0,2453
135,135,Meron Gribetz,Mar 2016,https://www.ted.com/talks/meron_gribetz_a_glimpse_of_the_future_through_an_augmented_reality_headset?language=zh-cn,通过增强现实装置瞥见未来,0,2459
136,136,Arthur Brooks,Mar 2016,https://www.ted.com/talks/arthur_brooks_a_conservative_s_plea_let_s_work_together?language=zh-cn,来自保守派的呼吁：让我们共同努力,0,2456
137,137,Jessica Ladd,Mar 2016,https://www.ted.com/talks/jessica_ladd_the_reporting_system_that_sexual_assault_survivors_want?language=zh-cn,性侵受害者需要的举报平台,0,2457
138,138,Tim Urban,Mar 2016,https://www.ted.com/talks/tim_urban_inside_the_mind_of_a_master_procrastinator?language=zh-cn,拖延症人群的内心世界,0,2458
139,139,Joe Gebbia,Mar 2016,https://www.ted.com/talks/joe_gebbia_how_airbnb_designs_for_trust?language=zh-cn,Airbnb是如何建立信任的？,0,2447
140,140,Casey Gerald,Mar 2016,https://www.ted.com/talks/casey_gerald_the_gospel_of_doubt?language=zh-cn,质疑的福音,0,2451
141,141,Tshering Tobgay,Mar 2016,https://www.ted.com/talks/tshering_tobgay_this_country_isn_t_just_carbon_neutral_it_s_carbon_negative?language=zh-cn,一个碳平衡乃至碳负性的美丽国度,0,2452
142,142,Mileha Soneji,Mar 2016,https://www.ted.com/talks/mileha_soneji_simple_hacks_for_life_with_parkinson_s?language=zh-cn,用简单的方法解决帕金森综合征的问题,0,2454
143,143,Laura Robinson,Mar 2016,https://www.ted.com/talks/laura_robinson_the_secrets_i_find_on_the_mysterious_ocean_floor?language=zh-cn,神秘海底世界的奥秘,0,2390
144,144,Caleb Harper,Mar 2016,https://www.ted.com/talks/caleb_harper_this_computer_will_grow_your_food_in_the_future?language=zh-cn,未来这台电脑会帮你种菜,0,2432
145,145,Reshma Saujani,Mar 2016,https://www.ted.com/talks/reshma_saujani_teach_girls_bravery_not_perfection?language=zh-cn,女孩要勇敢而不必完美,0,2448
146,146,Travis Kalanick,Mar 2016,https://www.ted.com/talks/travis_kalanick_uber_s_plan_to_get_more_people_into_fewer_cars?language=zh-cn,Uber的下一个计划：用更少的车搭载更多的人,0,2443
147,147,Alexander Betts,Mar 2016,https://www.ted.com/talks/alexander_betts_our_refugee_system_is_failing_here_s_how_we_can_fix_it?language=zh-cn,修复崩溃的难民处置体系的方法,0,2449
148,148,Russ Altman,Mar 2016,https://www.ted.com/talks/russ_altman_what_really_happens_when_you_mix_medications?language=zh-cn,混合不同药物会如何？,0,2436
149,149,Magda Sayeg,Mar 2016,https://www.ted.com/talks/magda_sayeg_how_yarn_bombing_grew_into_a_worldwide_movement?language=zh-cn,毛线轰炸如何成长为世界性的活动,0,2437
150,150,Thomas Peschak,Feb 2016,https://www.ted.com/talks/thomas_peschak_dive_into_an_ocean_photographer_s_world?language=zh-cn,走进海洋摄影师的世界,0,2434
151,151,Ivan Coyote,Feb 2016,https://www.ted.com/talks/ivan_coyote_why_we_need_gender_neutral_bathrooms?language=zh-cn,为什么我们需要中性卫生间,0,2433
152,152,Mary Bassett,Feb 2016,https://www.ted.com/talks/mary_bassett_why_your_doctor_should_care_about_social_justice?language=zh-cn,你的医生为什么应该在意社会公正,0,2445
153,153,Audrey Choi,Feb 2016,https://www.ted.com/talks/audrey_choi_how_to_make_a_profit_while_making_a_difference?language=zh-cn,如何做到在改变世界的同时发财致富,0,2431
154,154,Dalia Mogahed,Feb 2016,https://www.ted.com/talks/dalia_mogahed_what_do_you_think_when_you_look_at_me?language=zh-cn,当你看见我的时候，你会想到什么,0,2442
