,links,name
12,http://tu.zmzjstu.com/ftp/2017/0204/18d4413ea8235a4bfaa3440de15fa93a.zip,santa.clarita.diet.s01e02.720p.webrip.x264-skgtv.zip
13,http://tu.zmzjstu.com/ftp/2017/0204/dca0d72cb776018cc54e39bcdbc72574.zip,The.Fosters.S04E11.720p.HDTV.x264-FLEET.小版本.zip
14,http://tu.zmzjstu.com/ftp/2017/0204/505bb20807347d5440fd0973112407c0.zip,santa.clarita.diet.s01e01.720p.webrip.x264-skgtv.zip
15,http://tu.zmzjstu.com/ftp/2017/0204/b2e45b2dc2a0bdb0a0ad41bb9e61cfea.rar,The.Vampire.Diaries.S08E11.720p.HDTV.X264-DIMENSION.rar
16,http://tu.zmzjstu.com/ftp/2017/0204/8bba1e1959724f61e4779c8eb522c22a.zip,Billy.Lynns.Long.Halftime.Walk.2016.720p.BluRay.x264-GECKOS.zip
17,http://tu.zmzjstu.com/ftp/2017/0204/64011e0d188af9af733f5911f376adcc.rar,The.Expanse.S02E01-E02.720p.HDTV.x264-FLEET.rar
18,http://tu.zmzjstu.com/ftp/2017/0203/873101b7b9b366f36649ba39c8f470da.ass,【720P】Grand.Tour.S01.E13.不靠谱实验室原创字幕.V0.8.外挂版.ass
19,http://tu.zmzjstu.com/ftp/2017/0203/5cb07ef7618e16d382f1bb73a97b8113.rar,adventure.time.s08e13-e14.720p.hdtv.x264-w4f.rar
20,http://tu.zmzjstu.com/ftp/2017/0204/3c70b8558531f14d13d176248701ef65.zip,Code.Black.S02E15.720p.HDTV.x264-FLEET.zip
21,http://tu.zmzjstu.com/ftp/2017/0203/8af80fc2642ab0b46b11a40afe21374f.zip,Riverdale.US.S01E02.REPACK.720p.HDTV.x264-FLEET.zip
22,http://tu.zmzjstu.com/ftp/2017/0203/c3e18ade4ef025e40077e19bbdc7f5d7.rar,The.Hollow.Crown.S02E02.720p.BluRay.x264-SHORTBREHD.rar
23,http://tu.zmzjstu.com/ftp/2017/0203/33443c89837d782fcbc47024f04f05d0.rar,Chicago.Med.S02E12.720p.HDTV.x264-FLEET.rar
24,http://tu.zmzjstu.com/ftp/2017/0203/83e3fd45ee92be9bdd64fb2e40843590.zip,Workin.Moms.S01E02.720p.HDTV.x264-FLEET.zip
25,http://tu.zmzjstu.com/ftp/2017/0203/fcdd28c8333b32d601d356f98a75b5d9.zip,The.Blacklist.S04E12.720p.HDTV.x264-KILLERS.zip
26,http://tu.zmzjstu.com/ftp/2017/0203/a97ec1c78b83f5ba55ab0e0a3cd0a722.zip,The.Big.Bang.Theory.S10E14.720p.HDTV.X264-DIMENSION.zip
27,http://tu.zmzjstu.com/ftp/2017/0203/e0bfcefec3d55aa629faf4990603b5ad.zip,Powerless.S01E01.720p.HDTV.X264-DIMENSION.zip
28,http://tu.zmzjstu.com/ftp/2017/0203/f79b12a18c47997889eb1b8295944a88.zip,Mom.S04E12.720p.HDTV.X264-DIMENSION.zip
29,http://tu.zmzjstu.com/ftp/2017/0203/f15d868c247b0df499f8db85674dbdb7.zip,How.to.Get.Away.with.Murder.S03E11.720p.HDTV.X264-DIMENSION.zip
30,http://tu.zmzjstu.com/ftp/2017/0203/22f84099f16d08396323cb0de9d4f505.rar,Supernatural.S12E10.rar
31,http://tu.zmzjstu.com/ftp/2017/0203/23630870892ad00fdc0731ed1d70a209.rar,adventure.time.s08e11-e12.720p.hdtv.x264-w4f.rar
32,http://tu.zmzjstu.com/ftp/2017/0203/a86f45520fd36022fc42020208afd4ad.zip,Scandal.US.S06E01.720p.HDTV.x264-FLEET.zip
33,http://tu.zmzjstu.com/ftp/2017/0203/90d8e9825d13d9ba60fc5d395c6b46ba.zip,Switched.at.Birth.S05E01.720p.HDTV.x264-FLEET.zip
34,http://tu.zmzjstu.com/ftp/2017/0203/3c8926d7e74a435ec6e8117f6cf44032.zip,Criminal.Minds.S12E11.720p.HDTV.x264-FLEET.zip
35,http://tu.zmzjstu.com/ftp/2017/0203/ed7a6eeb49707362e268e9171cfa1c50.zip,Grimm.S06E03.720p.WEB-DL.DD5.1.H264-RARBG.zip
36,http://tu.zmzjstu.com/ftp/2017/0202/066005cc36040a1968856ce66c36c316.zip,Bones.S12E05.720p.HDTV.x264-FLEET.zip
37,http://tu.zmzjstu.com/ftp/2017/0202/0a9454278880d9b489b49d780db2d0ca.rar,SIX.Part.3.720p.HDTV.x264-FLEET.rar
38,http://tu.zmzjstu.com/ftp/2017/0202/d90fa296d88609d9081ed15e50085693.zip,Vikings.S04E20.720p.HDTV.x264-SVA.zip
39,http://tu.zmzjstu.com/ftp/2017/0202/196379e381d5ec5613991c8133c5318e.zip,The.100.S04E01.PROPER.720p.HDTV.x264-FLEET.zip
40,http://tu.zmzjstu.com/ftp/2017/0202/2292c1d823bb0ef3804d32f80c8e6d98.zip,Arrow.S05E11.720p.HDTV.X264-DIMENSION.zip
41,http://tu.zmzjstu.com/ftp/2017/0202/c5d0e8561dd9d64103b50ed1e8705252.rar,翡翠鸟.The.Halcyon.S01E05.720p.HDTV.中英字幕-Fantopia.rar
42,http://tu.zmzjstu.com/ftp/2017/0201/47c23a07ca22682dd109cf5e9ba57066.zip,DCs.Legends.of.Tomorrow.S02E10.720p.HDTV.X264-DIMENSION.zip
43,http://tu.zmzjstu.com/ftp/2017/0202/aa3eac6ad513465a9410aea57b3ce1dc.zip,The.Mick.S01E07.720p.HDTV.x264-FLEET.zip
44,http://tu.zmzjstu.com/ftp/2017/0201/8029bf0027d280dc22a082e2c25a85db.rar,Sleepy.Hollow.S04E04.720p.HDTV.x264-FLEET.rar
45,http://tu.zmzjstu.com/ftp/2017/0201/eac60e04a28831837e45f81def90256b.rar,adventure.time.s08e09-e10.720p.hdtv.x264-w4f.rar
46,http://tu.zmzjstu.com/ftp/2017/0201/8b2ae0a85aa2e0162c28d1c7b72434d4.zip,The.Flash.2014.S03E11.720p.HDTV.X264-DIMENSION.zip
47,http://tu.zmzjstu.com/ftp/2017/0201/b24b11d8c79d49372381b60f13bab803.zip,Teen.Wolf.S06E10.720p.HDTV.x264-KILLERS.zip
48,http://tu.zmzjstu.com/ftp/2017/0201/63528f2f1d9eb584da5df543e9b6593d.rar,Marvel's.Agents.of.S.H.I.E.L.D.S04E12.rar
49,http://tu.zmzjstu.com/ftp/2017/0201/662289ae519f39ac29de7f3230113f3b.zip,Lucifer.S02E12.720p.WEB-DL.DD5.1.H.264-DRACULA.zip
50,http://tu.zmzjstu.com/ftp/2017/0201/746f6c1ce156cb9866bf0798ac855d61.zip,Lucifer.S02E13.720p.HDTV.X264-DIMENSION.zip
51,http://tu.zmzjstu.com/ftp/2017/0201/b8d011acacf994cf2c9f48f5eced157a.rar,马拉松.爱国者日爆炸案.Marathon.The.Patriots.Day.Bombing.2016.1080p.WEBRip.x264.中英字幕-Fantopia.rar
52,http://tu.zmzjstu.com/ftp/2017/0131/084fb2a9441eb025101139f6f878191c.rar,adventure.time.s08e07-e08.720p.hdtv.x264-w4f.rar
53,http://tu.zmzjstu.com/ftp/2017/0131/0d39b7923c3046b80763b654fbef0e04.zip,Timeless.S01E13.720p.HDTV.x264-KILLERS.zip
54,http://tu.zmzjstu.com/ftp/2017/0131/85260c9266d0b409bb120a5a114b5df5.zip,Madam.Secretary.S03E13.720p.HDTV.X264-DIMENSION.zip
55,http://tu.zmzjstu.com/ftp/2017/0131/fab495bb193333a08a529e59122ba2dc.zip,The.Odd.Couple.2015.S03E13.720p.HDTV.X264-DIMENSION.zip
56,http://tu.zmzjstu.com/ftp/2017/0131/8a2bafc2a6e6576fc05e0a4914db5762.zip,The.Odd.Couple.2015.S03E12.720p.HDTV.X264-DIMENSION.zip
57,http://tu.zmzjstu.com/ftp/2017/0131/331fd4a6a49d003a9b35db99010ee178.rar,Quantico.S02E10.720p.HDTV.X264-DIMENSION.rar
58,http://tu.zmzjstu.com/ftp/2017/0131/666d3b7f1b3195b68e396aa47f59d2ef.zip,The.Affair.S03E10.PROPER.720p.HDTV.x264-AVS.zip
59,http://tu.zmzjstu.com/ftp/2017/0131/0a2d10f7ffdb228a265189ec66fe1c33.zip,Greys.Anatomy.S13E10.720p.HDTV.X264-DIMENSION.zip
60,http://tu.zmzjstu.com/ftp/2017/0131/dec0ae62eca869762c9021941a2a0923.zip,Lethal.Weapon.S01E13.720p.HDTV.X264-DIMENSION.zip
61,http://tu.zmzjstu.com/ftp/2017/0131/f8a7f380139904f8029da798a51243a8.zip,Supergirl.S02E10.720p.HDTV.X264-DIMENSION.zip
62,http://tu.zmzjstu.com/ftp/2017/0201/4923b76998dc4c3f6a92c4bd61aa2401.rar,Gotham.S03E14.rar
63,http://tu.zmzjstu.com/ftp/2017/0130/eed6d4206c226d3d449f41bf3f09edaa.rar,black.sails.s04e01.repack.720p.hdtv.x264-fleet.rar
64,http://tu.zmzjstu.com/ftp/2017/0130/4bff783bb9ed55b10f9bcaf1a56fd0bb.zip,Apple.Tree.Yard.S01E02.720p.HDTV.x264-ORGANiC.zip
65,http://tu.zmzjstu.com/ftp/2017/0130/733582430ce7a168f08358f47a0ec921.zip,警察世家.Blue.Bloods.S07E13.720p.HDTV.x264-FLEET.中英双语.蓝血字幕组.zip
66,http://tu.zmzjstu.com/ftp/2017/0130/39c0b3ba60bafcdc089c6d6785d4a072.zip,Conviction.2016.S01E13.720p.HDTV.x264-KILLERS.zip
67,http://tu.zmzjstu.com/ftp/2017/0130/fa0bd20baaf29d7a4729f27f3313a30d.zip,Homeland.S06E03.720p.HDTV.x264-AVS.zip
68,http://tu.zmzjstu.com/ftp/2017/0130/5b05bc7a213a660e1533fa1d4b07ee4b.zip,Elementary.S05E13.720p.HDTV.X264-DIMENSION.zip
69,http://tu.zmzjstu.com/ftp/2017/0130/d0d2a03b1990990e9dfc158723814e0b.zip,The.Affair.S03E09.1080p.AMZN.WEBRip.DD2.0.x264-NTb.zip
70,http://tu.zmzjstu.com/ftp/2017/0130/7fb1e698d795aabbb21e7775742adf80.zip,The.Affair.S03E08.1080p.AMZN.WEBRip.DD5.1.x264-NTb.zip
71,http://tu.zmzjstu.com/ftp/2017/0130/0fcc06545b1d75083f9859c0aae2daa9.zip,The.Affair.S03E07.1080p.AMZN.WEBRip.DD5.1.x264-NTb.zip
72,http://tu.zmzjstu.com/ftp/2017/0130/0c73c393c0e71899a4e73b7e4df13283.zip,The.Affair.S03E06.1080p.AMZN.WEBRip.DD5.1.x264-NTb.zip
73,http://tu.zmzjstu.com/ftp/2017/0130/b5ab72c0284aeaf9f7edb2098896f189.zip,Z.The.Beginning.of.Everything.S01E10.720p.WEBRip.X264-DEFLATE.zip
74,http://tu.zmzjstu.com/ftp/2017/0130/2bbfc5af4b24520b526b40cd5a40e497.zip,Z.The.Beginning.of.Everything.S01E09.720p.WEBRip.X264-DEFLATE.zip
75,http://tu.zmzjstu.com/ftp/2017/0130/2eb30e4fb21a3bdc7bb4eb8698553997.zip,Z.The.Beginning.of.Everything.S01E08.720p.WEBRip.X264-DEFLATE.zip
76,http://tu.zmzjstu.com/ftp/2017/0130/4727083e8d23d1b354fb3b8f71990a66.zip,Speechless.S01E13.720p.HDTV.x264-AVS.zip
77,http://tu.zmzjstu.com/ftp/2017/0129/9fa8b2478e811f371e6e1f3de9399338.zip,Z.The.Beginning.of.Everything.S01E07.720p.WEBRip.X264-DEFLATE.zip
78,http://tu.zmzjstu.com/ftp/2017/0129/e1227bc8274d4b3c3fe48f4ea3d02ae5.zip,Z.The.Beginning.of.Everything.S01E06.720p.WEBRip.X264-DEFLATE.zip
79,http://tu.zmzjstu.com/ftp/2017/0129/e0b47be8da0f47a41ce65b0a175f5825.rar,Taboo.UK.S01E04.720p.HDTV.x264-ORGANiC.rar
80,http://tu.zmzjstu.com/ftp/2017/0129/da35d2c48ae8e6f1a67f1f74c06f3b17.zip,Z.The.Beginning.of.Everything.S01E05.720p.WEBRip.X264-DEFLATE.zip
81,http://tu.zmzjstu.com/ftp/2017/0128/1f6cbda615426475346f01ff3f1fd930.zip,Grimm.S06E04.720p.HDTV.x264-AVS.zip
82,http://tu.zmzjstu.com/ftp/2017/0128/50c0c98d1b5808f571ca308c25547a6b.zip,Z.The.Beginning.of.Everything.S01E04.720p.WEBRip.X264-DEFLATE.zip
83,http://tu.zmzjstu.com/ftp/2017/0128/128bbb03cb77146bc90b6391a3d860d8.rar,adventure.time.s08e06.720p.hdtv.x264-w4f.rar
84,http://tu.zmzjstu.com/ftp/2017/0128/5818f766412789a8a9591d45c227a852.zip,Dr.Ken.S02E15.720p.HDTV.x264-FLEET.zip
85,http://tu.zmzjstu.com/ftp/2017/0128/44cb3658fd773f062079a5d3d2bb26ca.zip,Pure.Genius.S01E13.720p.HDTV.x264-SVA.zip
86,http://tu.zmzjstu.com/ftp/2017/0128/a90ff73d9d32004815d306b8f9c037dc.rar,The.Vampire.Diaries.S08E10.720p.HDTV.X264-DIMENSION.rar
87,http://tu.zmzjstu.com/ftp/2017/0128/b2bcaad0947d2818fe0b9e115363d6f2.rar,Z.The.Beginning.of.Everything.S01E03.720p.WEBRip.X264-DEFLATE.rar
88,http://tu.zmzjstu.com/ftp/2017/0128/07b0e8605ac5d2e357ae8059dbf1b729.zip,Z.The.Beginning.of.Everything.S01E02.720p.WEBRip.X264-DEFLATE.zip
89,http://tu.zmzjstu.com/ftp/2017/0203/ab5776f0706ea5191f413bd6a92f4064.rar,The.Grand.Tour.S01.E12.从XX到XX.不靠谱实验室原创字幕V3.0.rar
90,http://tu.zmzjstu.com/ftp/2017/0127/c678bb47570d046f250577afb7fd11d9.rar,adventure.time.s08e05.720p.hdtv.x264-w4f.rar
91,http://tu.zmzjstu.com/ftp/2017/0127/4df0abbd6b5cf7623e09a991a5821706.zip,Prisoners.2013.1080p.BluRay.x264-SPARKS《囚徒》.zip
92,http://tu.zmzjstu.com/ftp/2017/0127/efc2747f21856af84e1616428f013a2a.zip,Z.The.Beginning.of.Everything.S01E01.720p.WEBRip.X264-DEFLATE.zip
93,http://tu.zmzjstu.com/ftp/2017/0127/67334b47a61af929d236173d82bc4298.zip,Code.Black.S02E14.720p.HDTV.x264-FLEET.zip
94,http://tu.zmzjstu.com/ftp/2017/0127/f4800ca5e6a64e373040ce0f6a862c57.zip,Riverdale.S01E01.PROPER.720p.HDTV.x264-FLEET.zip
95,http://tu.zmzjstu.com/ftp/2017/0127/03e97033a026c14f346f94f77aba31f5.zip,The.Librarians.US.S03E10.720p.HDTV.x264-AVS.zip
96,http://tu.zmzjstu.com/ftp/2017/0127/ff477543632926fdf1602ec3cedf635f.zip,Bones.S12E04.INTERNAL.720p.HDTV.x264-aAF.zip
97,http://tu.zmzjstu.com/ftp/2017/0127/91cdda3308e1710884dc91e68eeaba1a.rar,SIX.Part.2.720p.HDTV.x264-FLEET.rar
98,http://tu.zmzjstu.com/ftp/2017/0127/f87330c196c69314c025eedf64891af8.zip,How.to.Get.Away.with.Murder.S03E10.720p.HDTV.x264-FLEET.zip
99,http://tu.zmzjstu.com/ftp/2017/0129/8e3d26c25602cade4498c9472c5cae7c.rar,Supernatural.S12E09.rar
100,http://tu.zmzjstu.com/ftp/2017/0126/20eb83733f512da094bc82bf4629a365.zip,Vikings.S04E19.720p.HDTV.x264-SVA.zip
101,http://tu.zmzjstu.com/ftp/2017/0126/8098d4f0efe4e53a6ce96e114231ede2.zip,Perfect.Sense.2011.BluRay.1080p.DTS.x264-CHD《完美感觉》.zip
102,http://tu.zmzjstu.com/ftp/2017/0126/16a862780ce807ebd1424857d85c2355.zip,Frequency.S01E13.720p.HDTV.x264-FLEET.zip
103,http://tu.zmzjstu.com/ftp/2017/0126/bca1de671cc59c71aaa658458881a6ef.rar,Sleepy.Hollow.S04E03.720p.HDTV.x264-AVS.rar
104,http://tu.zmzjstu.com/ftp/2017/0126/d7cd1cdeac780a471676425e77c7665b.rar,adventure.time.s08e04.720p.hdtv.x264-w4f.rar
105,http://tu.zmzjstu.com/ftp/2017/0126/8ec98cc30faa03be9adea114e0da6e89.zip,Workin.Moms.S01E01.720p.HDTV.x264-FLEET.zip
106,http://tu.zmzjstu.com/ftp/2017/0126/f9754b8fbe97feb1904c88956f702f9b.zip,Arrow.S05E10.720p.HDTV.X264-DIMENSION.zip
107,http://tu.zmzjstu.com/ftp/2017/0125/d31856501581444b3fc60ace2a577ae5.zip,This.Is.Us.S01E13.720p.HDTV.x264-FLEET.zip
108,http://tu.zmzjstu.com/ftp/2017/0125/a1652eb78c3fc6409c45c1096a378402.zip,Girlfriends.Guide.to.Divorce.S03E02.720p.HDTV.x264-FLEET.zip
109,http://tu.zmzjstu.com/ftp/2017/0125/e7a3da5241cf6ad4be3eaf8631fb3e74.zip,Chicago.Fire.S05E11.720p.HDTV.x264-KILLERS.zip
110,http://tu.zmzjstu.com/ftp/2017/0125/6a3177470b0941cc3cf4cb3c72a5331b.rar,The.Grand.Tour.S01.E11.意大利教训.不靠谱实验室原创字幕V2.0.rar
111,http://tu.zmzjstu.com/ftp/2017/0125/493250d5dccae7944d19d53ce1c2db0c.rar,The.Grand.Tour.S01.E01.三神合体.不靠谱实验室原创字幕.V2.0.rar
112,http://tu.zmzjstu.com/ftp/2017/0125/82dcbd3d8aaeac90ba8e3ef399737196.ass,【720P】Grand.Tour.S01.E11.不靠谱实验室原创字幕V2.0.外挂版.ass
113,http://tu.zmzjstu.com/ftp/2017/0125/96cceab044d813748e1a5caa2bcc004b.zip,Teen.Wolf.S06E09.720p.HDTV.x264-KILLERS.zip
114,http://tu.zmzjstu.com/ftp/,
115,http://tu.zmzjstu.com/ftp/2017/0125/4dfa6d44afbe622b7ce5e37821727146.zip,DCs.Legends.of.Tomorrow.S02E09.720p.HDTV.X264-DIMENSION.zip
116,http://tu.zmzjstu.com/ftp/2017/0125/665ab06a667a48d31baa75cb36e96abe.zip,The.Flash.2014.S03E10.720p.HDTV.X264-DIMENSION.zip
117,http://tu.zmzjstu.com/ftp/2017/0125/fb1195ceae16357fcfdb2ae8955e37da.rar,Marvels.Agents.of.S.H.I.E.L.D.S04E11.rar
118,http://tu.zmzjstu.com/ftp/2017/0127/67b81ad9b49d984f1f2076e7696b1aa9.zip,The.Mick.S01E06.720p.HDTV.x264-FLEET.zip
119,http://tu.zmzjstu.com/ftp/2017/0125/7c4fca7d64403e28c04ec7db00ba34c6.rar,翡翠鸟.The.Halcyon.S01E04.720p.HDTV.x264.中英字幕-Fantopia.rar
120,http://tu.zmzjstu.com/ftp/2017/0124/0ff18e506106e4971249e95295bf2d11.zip,Timeless.S01E12.HDTV.x264-KILLERS.zip
121,http://tu.zmzjstu.com/ftp/2017/0124/2e8fa93daef113bbc9e9125434252242.zip,Man.with.a.Plan.S01E11.720p.HDTV.X264-DIMENSION.zip
122,http://tu.zmzjstu.com/ftp/2017/0124/a15f39cc8335c864af101788d25c348e.zip,Lucifer.S02E12.720p.HDTV.X264-DIMENSION.zip
123,http://tu.zmzjstu.com/ftp/2017/0124/ed112c82870654f9d399e484af788d1d.rar,Quantico.S02E09.720p.HDTV.X264-DIMENSION.rar
124,http://tu.zmzjstu.com/ftp/2017/0124/9d4952dbff7e370e63ad9f667bd1730a.zip,Scorpion.S03E14.720p.HDTV.X264-DIMENSION.zip
125,http://tu.zmzjstu.com/ftp/2017/0124/96fa1f000c419d61a23ac9eac0a83cfb.rar,adventure.time.s08e01-e02.720p.hdtv.x264-w4f.rar
126,http://tu.zmzjstu.com/ftp/2017/0125/2861eada46acc4212a508c8f16210f85.rar,Gotham.S03E13.rar
127,http://tu.zmzjstu.com/ftp/2017/0124/9dcffd657371539bcdf8786872d1c5d4.zip,2.Broke.Girls.S06E14.720p.HDTV.X264-DIMENSION.zip
128,http://tu.zmzjstu.com/ftp/2017/0124/a636503129f0be82512833c10b09701b.zip,Kevin.Can.Wait.S01E15.720p.HDTV.x264-AVS.zip
129,http://tu.zmzjstu.com/ftp/2017/0124/f311a91a6b162ab2ef4e61f52e8f0641.zip,Supergirl.S02E09.720p.HDTV.X264-DIMENSION.zip
130,http://tu.zmzjstu.com/ftp/2017/0124/84fa295083cf3e939afa1777f96e537f.rar,吉尔莫女孩：生命中的一年之秋季篇.Gilmore+Girls-+A+Year+in+the+Life.Fall.720p.WEB-DL.x264.中英字幕-Fantopia.rar
131,http://tu.zmzjstu.com/ftp/2017/0124/985e707082a49ef5140357daf9603f73.zip,The.Affair.S03E09.720p.HDTV.x264-AVS.zip
132,http://tu.zmzjstu.com/ftp/2017/0123/b59b01e58889c6c07054de3fa4b75f02.zip,Apple.Tree.Yard.S01E01.720p.HDTV.x264-ORGANiC.zip
133,http://tu.zmzjstu.com/ftp/2017/0123/3ae9755270014fc9df4642229899ee28.zip,Homeland.S06E02.720p.HDTV.x264-AVS.zip
134,http://tu.zmzjstu.com/ftp/2017/0123/567236b34802eaee13ba7d42cb5581a3.zip,Nashville.2012.S05E04.720p.HDTV.x264-FLEET.zip
135,http://tu.zmzjstu.com/ftp/2017/0123/e46da8d849c4e93d0681ce746466d013.rar,The.Hunger.Games.Mockingjay.Part.2.2015.1080p.BluRay.x264-SPARKS.rar
136,http://tu.zmzjstu.com/ftp/2017/0123/3b635f89a4471a6944bdbb6b72e62d7f.zip,警察世家.Blue.Bloods.S07E12.720p.HDTV.X264-DIMENSION.中英双语.蓝血字幕组.zip
137,http://tu.zmzjstu.com/ftp/2017/0123/362546110b0883b756e857fe2b251d76.zip,警察世家.Blue.Bloods.S07E11.720p.HDTV.X264-DIMENSION.中英双语.蓝血字幕组.zip
138,http://tu.zmzjstu.com/ftp/2017/0122/0593ffc115d5219bd205307038b09ca3.zip,NCIS.Los.Angeles.S08E13.720p.HDTV.X264-DIMENSION.zip
139,http://tu.zmzjstu.com/ftp/2017/0122/8ed3ae8b5bed67fb045edc9276feabe0.rar,Taboo.UK.S01E03.720p.HDTV.x264-ORGANiC.rar
140,http://tu.zmzjstu.com/ftp/2017/0122/f5076f818d95f0fe0c7d2f68514b77c8.zip,Dr.Ken.S02E14.720p.HDTV.x264-AVS.zip
141,http://tu.zmzjstu.com/ftp/2017/0121/da9bc06429a6b9d0898bc35a2977ac7b.zip,Hawaii.Five-0.2010.S07E14.720p.HDTV.X264-DIMENSION.zip
142,http://tu.zmzjstu.com/ftp/2017/0121/630b26c5eafb877322b6b591f4df4a38.zip,Grimm.S06E02.720p.WEB-DL.DD5.1.H264-RARBG.zip
143,http://tu.zmzjstu.com/ftp/2017/0121/de8df711c93910cf7e3dfc374b0c7ccb.rar,Chicago.Med.S02E11.720p.HDTV.x264-FLEET.rar
144,http://tu.zmzjstu.com/ftp/2017/0121/95a66c3c1bde249e3349c619f8a6ac80.zip,Lucifer.S02E11.720p.WEB-DL.DD5.1.H.264-DRACULA.zip
145,http://tu.zmzjstu.com/ftp/2017/0121/11c4c0c4d918750664c7c714e06cca13.zip,Grimm.S06E03.720p.HDTV.x264-FLEET.zip
146,http://tu.zmzjstu.com/ftp/2017/0121/eead8928851bddf8f5b6e827c91d3555.rar,The.Vampire.Diaries.S08E09.720p.HDTV.X264-DIMENSION.rar
147,http://tu.zmzjstu.com/ftp/2017/0121/780544660f22d7b9bcc3d8914bcca2ab.zip,New.Girl.S06E13.720p.HDTV.x264-AVS.zip
148,http://tu.zmzjstu.com/ftp/2017/0121/4fa33081447a9d3fcaee876bdd55e979.zip,Pure.Genius.S01E12.720p.HDTV.x264-FLEET.zip
149,http://tu.zmzjstu.com/ftp/2017/0120/4c2004c71b6bb56ce710c75979d67c45.zip,The.Big.Bang.Theory.PROPER.S10E13.720p.HDTV.x264-FLEET.zip
150,http://tu.zmzjstu.com/ftp/2017/0120/e503c20e1a97aff539a79a0a3c7f6849.zip,The.Great.Indoors.S01E11.720p.HDTV.x264-FLEET.zip
151,http://tu.zmzjstu.com/ftp/2017/0120/d37d267e87fbef570059341c322a75fc.zip,Sneaky.Pete.S01E10.720p.WEBRip.X264-DEFLATE.zip
152,http://tu.zmzjstu.com/ftp/2017/0120/85455c6bd2f5720251c1908202c44c57.zip,The.Blacklist.S04E11.720p.HDTV.x264-KILLERS.zip
153,http://tu.zmzjstu.com/ftp/2017/0120/11f5a0992f1afd2e12b957ba57464b23.zip,Mom.S04E11.720p.HDTV.X264-DIMENSION.zip
154,http://tu.zmzjstu.com/ftp/2017/0119/17c34d5fee937df5582c951589518e5d.zip,Lethal.Weapon.S01E12.REPACK.720p.HDTV.X264-DIMENSION.zip
155,http://tu.zmzjstu.com/ftp/2017/0119/b71a212c4fa0284c2d45bf05f6253598.zip,Vikings.S04E18.720p.HDTV.x264-SVA.zip
156,http://tu.zmzjstu.com/ftp/2017/0119/08ce4008b97fbd2d49085d471c9ddf64.zip,Frequency.S01E12.720p.HDTV.x264-KILLERS.zip
157,http://tu.zmzjstu.com/ftp/2017/0119/b1dab355de128635c91cf919cf3a9792.zip,Chicago.PD.S04E12.720p.HDTV.x264-KILLERS.zip
158,http://tu.zmzjstu.com/ftp/2017/0119/7d170cad99b1a8d7ab0127d7b87405da.zip,Sneaky.Pete.S01E09.720p.WEBRip.X264-DEFLATE.zip
159,http://tu.zmzjstu.com/ftp/2017/0119/83bc53c1808dc62f780cc7d14560d2af.zip,Sneaky.Pete.S01E08.720p.WEBRip.X264-DEFLATE.zip
160,http://tu.zmzjstu.com/ftp/2017/0119/82c6dd84a4e1429630c9e54843dbee6c.rar,Six.S01E01.720p.HDTV.x264-FLEET.rar
161,http://tu.zmzjstu.com/ftp/2017/0119/a25080149fe7d990a6fa29bfffac000b.zip,Royal.Institution.Christmas.Lectures.S2016.E02.Supercharged.Fuelling.the.Future.People.Power.720p.iP.WEBRip.AAC2.0.H.264-RTN.zip
